device,name,device_type,manufacturer,model,generic_name,ward,ward_criticality,patient_impact,criticality,network,ip,maintenance,static_risk,behaviour_risk,gnn_risk,xgb_risk,total_risk,clinical_urgency,fda_event_type,fda_report_date,fda_mdr_key
FDA0183,ECG Machine 183,ECG Machine,Solventum Canada Limited,3M RED DOT MONITORIN,"ELECTRODE, ELECTROCARDIOGRAPH",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.1.208.6,2026-11-02,0.546,0.173,0.436,0.377,0.274,MONITOR,Malfunction,20260226,24456886
FDA0041,Patient Monitor 041,Patient Monitor,Mis Implants Technologies Ltd.,MF7-10375,"IMPLANT, ENDOSSEOUS, ROOT-FORM",ICU,0.95,MONITORING,High,CRITICAL_CARE,10.2.196.17,2026-09-25,0.758,0.137,0.561,0.47,0.272,MONITOR,Injury,20260227,24466002
FDA0279,Ultrasound 279,Ultrasound,"Shirakawa Olympus Co., Ltd.",EVIS EXERA II ULTRAS,ULTRASOUND GASTROVIDEOSCOPE,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.21.197,2026-06-13,0.642,0.165,0.496,0.424,0.27,MONITOR,Malfunction,20260226,24461691
FDA0261,Ultrasound 261,Ultrasound,"Shirakawa Olympus Co., Ltd.",EVIS EXERA II ULTRAS,ULTRASOUND GASTROVIDEOSCOPE,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.3.184.97,2026-06-13,0.614,0.196,0.491,0.425,0.27,MONITOR,Malfunction,20260227,24469433
FDA0081,CT Scanner 081,CT Scanner,Carl Zeiss Meditec Production ,CT LUCIA,CT LUCIA 602,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.123.42,2026-09-21,0.6,0.211,0.489,0.426,0.27,MONITOR,Injury,20260226,24454459
FDA0271,Ultrasound 271,Ultrasound,"Siemens Medical Solutions Usa,",ACUNAV 8F-90 CATHETE,"CATHETER, ULTRASOUND, INTRAVAS",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.3.136.76,2026-08-14,0.531,0.278,0.473,0.425,0.267,MONITOR,Malfunction,20260227,24475113
FDA0252,X-Ray System 252,X-Ray System,Philips Medical Systems Nederl,ALLURA XPER FD,"SYSTEM, X-RAY, ANGIOGRAPHIC",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.234.102,2026-05-06,0.578,0.227,0.481,0.423,0.267,MONITOR,Malfunction,20260227,24469438
FDA0197,ECG Machine 197,ECG Machine,Unknown,GOOGLE PIXEL WATCH 4,ELECTROCARDIOGRAPH SOFTWARE FO,CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.2.171.226,2026-08-21,0.421,0.267,0.395,0.361,0.259,MONITOR,Malfunction,20251222,23866332
FDA0120,MRI Scanner 120,MRI Scanner,Philips Medical Systems Nederl,MR 5000 SERIES,"FULL-BODY MRI SYSTEM, SUPERCON",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.103.137,2026-08-19,0.667,0.101,0.485,0.403,0.258,MONITOR,Injury,20260206,24275510
FDA0268,Ultrasound 268,Ultrasound,"Shirakawa Olympus Co., Ltd.",EVIS EXERA II ULTRAS,ULTRASOUND GASTROVIDEOSCOPE,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.72.42,2026-10-21,0.5,0.275,0.451,0.407,0.256,MONITOR,Malfunction,20260227,24473494
FDA0280,Ultrasound 280,Ultrasound,"Siemens Medical Solutions Usa,",ACUSON S2000 ULTRASO,ULTRASOUND DEVICE,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.194.217,2026-07-19,0.583,0.177,0.463,0.399,0.253,MONITOR,Malfunction,20260226,24461809
FDA0248,X-Ray System 248,X-Ray System,Philips Medical Systems Nederl,AZURION,INTERVENTIONAL FLUOROSCOPIC X-,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.119.242,2026-02-18,0.496,0.27,0.446,0.402,0.253,MONITOR,Malfunction,20260227,24469171
FDA0278,Ultrasound 278,Ultrasound,"Shirakawa Olympus Co., Ltd.",EVIS EXERA II ULTRAS,ULTRASOUND GASTROVIDEOSCOPE,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.138.210,2026-10-21,0.52,0.241,0.449,0.4,0.252,MONITOR,Malfunction,20260226,24454522
FDA0182,ECG Machine 182,ECG Machine,Solventum Canada Limited,3M RED DOT MONITORIN,"ELECTRODE, ELECTROCARDIOGRAPH",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.4.58.7,2026-07-10,0.429,0.237,0.387,0.35,0.251,MONITOR,Malfunction,20260226,24456859
FDA0185,ECG Machine 185,ECG Machine,Solventum Canada Limited,3M RED DOT MONITORIN,"ELECTRODE, ELECTROCARDIOGRAPH",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.1.40.119,2026-06-04,0.377,0.293,0.378,0.352,0.251,MONITOR,Malfunction,20260226,24457395
FDA0264,Ultrasound 264,Ultrasound,Us Endoscopy,ULTRAMATRIX,ULTRASOUND ENDOSCOPE BALLOON,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.159.208,2026-08-25,0.536,0.215,0.448,0.394,0.249,MONITOR,Malfunction,20260227,24471361
FDA0196,ECG Machine 196,ECG Machine,"Physio-Control, Inc. - 3015876",EDGE SYSTEM ELECTROD,"ELECTRODE, ELECTROCARDIOGRAPH",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.4.160.10,2026-02-11,0.474,0.181,0.392,0.344,0.249,MONITOR,Malfunction,20260105,23956188
FDA0232,Blood Gas Analyzer 232,Blood Gas Analyzer,Ge Medical Systems (China) Co.,CARESTATION 750,ANESTHESIA GAS MACHINE,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.1.55.78,2026-08-04,0.622,0.253,0.522,0.459,0.249,MONITOR,Malfunction,20260227,24466219
FDA0060,Patient Monitor 060,Patient Monitor,"Dexcom, Inc.",DEXCOM G6 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.2.92.178,2026-11-14,0.584,0.243,0.492,0.434,0.248,MONITOR,Malfunction,20260227,24466073
FDA0191,ECG Machine 191,ECG Machine,"Physio-Control, Inc. - 3015876",EDGE SYSTEM ELECTROD,"ELECTRODE, ELECTROCARDIOGRAPH",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.4.176.244,2026-01-08,0.574,0.066,0.408,0.336,0.247,MONITOR,Malfunction,20260210,24304948
FDA0226,Blood Gas Analyzer 226,Blood Gas Analyzer,"Datex-Ohmeda, Inc.",CARESTATION 620,ANESTHESIA GAS MACHINE,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.1.155.182,2026-10-15,0.606,0.262,0.515,0.456,0.247,MONITOR,Malfunction,20260227,24466143
FDA0276,Ultrasound 276,Ultrasound,"Shirakawa Olympus Co., Ltd.",EVIS LUCERA ULTRASOU,ULTRASOUND GASTROVIDEOSCOPE,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.150.85,2026-05-05,0.529,0.211,0.442,0.389,0.246,MONITOR,Malfunction,20260226,24453498
FDA0275,Ultrasound 275,Ultrasound,"Shirakawa Olympus Co., Ltd.",EVIS EXERA II ULTRAS,ULTRASOUND GASTROVIDEOSCOPE,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.3.18.135,2026-10-27,0.524,0.217,0.441,0.389,0.246,MONITOR,Malfunction,20260226,24452368
FDA0250,X-Ray System 250,X-Ray System,Philips Medical Systems Nederl,AZURION,INTERVENTIONAL FLUOROSCOPIC X-,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.74.215,2026-09-06,0.47,0.268,0.428,0.387,0.243,MONITOR,Malfunction,20260227,24469424
FDA0253,X-Ray System 253,X-Ray System,"Medtronic Navigation, Inc. (Bo",O-ARM O2 IMAGING SYS,INTERVENTIONAL FLUOROSCOPIC X-,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.113.48,2026-09-23,0.443,0.29,0.42,0.385,0.241,MONITOR,Malfunction,20260227,24469778
FDA0246,X-Ray System 246,X-Ray System,Philips Medical Systems Nederl,AZURION,INTERVENTIONAL FLUOROSCOPIC X-,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.193.72,2026-01-25,0.564,0.159,0.442,0.38,0.241,MONITOR,Malfunction,20260227,24468895
FDA0266,Ultrasound 266,Ultrasound,"Siemens Medical Solutions Usa,",ACUSON SC2000 ULTRAS,ULTRASOUND DEVICE,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.23.205,2026-05-25,0.581,0.121,0.437,0.369,0.235,MONITOR,Malfunction,20260227,24472091
FDA0059,Patient Monitor 059,Patient Monitor,"Dexcom, Inc.",DEXCOM G6 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.4.209.1,2026-05-19,0.637,0.136,0.48,0.406,0.234,MONITOR,Malfunction,20260227,24466071
FDA0241,X-Ray System 241,X-Ray System,"Medtronic Navigation, Inc. (Bo",O-ARM O2 IMAGING SYS,INTERVENTIONAL FLUOROSCOPIC X-,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.116.104,2026-11-22,0.527,0.177,0.426,0.37,0.234,MONITOR,Malfunction,20260227,24466682
FDA0274,Ultrasound 274,Ultrasound,Hoya Corporation Pentax Tokyo ,PENTAX MEDICAL,DIGITAL SLIM LINEAR ULTRASOUND,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.76.195,2026-10-03,0.433,0.269,0.404,0.369,0.231,MONITOR,Malfunction,20260226,24451129
FDA0230,Blood Gas Analyzer 230,Blood Gas Analyzer,Ge Medical Systems (China) Co.,CARESTATION 650,ANESTHESIA GAS MACHINE,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.2.22.224,2026-04-09,0.538,0.267,0.473,0.423,0.228,MONITOR,Malfunction,20260227,24466180
FDA0256,X-Ray System 256,X-Ray System,Philips Medical Systems Nederl,AZURION,INTERVENTIONAL FLUOROSCOPIC X-,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.146.181,2026-08-11,0.41,0.267,0.388,0.355,0.223,MONITOR,Malfunction,20260227,24471637
FDA0049,Patient Monitor 049,Patient Monitor,"Dexcom, Inc.",DEXCOM G7 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.1.55.153,2026-01-19,0.526,0.209,0.439,0.386,0.221,MONITOR,Malfunction,20260227,24466024
FDA0265,Ultrasound 265,Ultrasound,"Shirakawa Olympus Co., Ltd.",EVIS EXERA II ULTRAS,ULTRASOUND GASTROVIDEOSCOPE,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.33.84,2026-10-22,0.453,0.209,0.391,0.348,0.219,MONITOR,Malfunction,20260227,24471657
FDA0101,MRI Scanner 101,MRI Scanner,Philips Medical Systems Nederl,ACHIEVA 1.5T DSTREAM,"FULL-BODY MRI SYSTEM, SUPERCON",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.249.80,2026-01-12,0.497,0.16,0.398,0.345,0.219,MONITOR,Malfunction,20260227,24468409
FDA0052,Patient Monitor 052,Patient Monitor,"Dexcom, Inc.",DEXCOM G7 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.1.129.102,2026-06-10,0.532,0.192,0.436,0.38,0.218,MONITOR,Malfunction,20260227,24466027
FDA0042,Patient Monitor 042,Patient Monitor,Spacelabs Healthcare,XHIBIT CENTRAL STATI,CENTRAL STATION REMOTE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.3.193.117,2026-01-04,0.595,0.122,0.446,0.376,0.217,MONITOR,Malfunction,20260227,24466005
FDA0258,X-Ray System 258,X-Ray System,Philips Medical Systems Nederl,ALLURA XPER FD,"SYSTEM, X-RAY, ANGIOGRAPHIC",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.20.137,2026-07-01,0.416,0.238,0.379,0.343,0.216,MONITOR,Malfunction,20260227,24471794
FDA0181,ECG Machine 181,ECG Machine,Solventum Canada Limited,3M RED DOT MONITORIN,"ELECTRODE, ELECTROCARDIOGRAPH",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.4.115.44,2026-05-17,0.369,0.202,0.332,0.3,0.215,MONITOR,Malfunction,20260226,24456806
FDA0227,Blood Gas Analyzer 227,Blood Gas Analyzer,Ge Medical Systems (China) Co.,CARESTATION 750,ANESTHESIA GAS MACHINE,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.3.67.46,2026-09-21,0.513,0.22,0.435,0.385,0.208,MONITOR,Malfunction,20260227,24466156
FDA0242,X-Ray System 242,X-Ray System,"Medtronic Navigation, Inc. (Bo",O-ARM O2 IMAGING SYS,INTERVENTIONAL FLUOROSCOPIC X-,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.162.103,2026-04-26,0.499,0.123,0.383,0.327,0.208,MONITOR,Malfunction,20260227,24466709
FDA0272,Ultrasound 272,Ultrasound,"Siemens Medical Solutions Usa,",ACUNAV 8F-90 CATHETE,"CATHETER, ULTRASOUND, INTRAVAS",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.3.139.166,2026-05-26,0.336,0.298,0.353,0.333,0.207,MONITOR,Malfunction,20260227,24475215
FDA0089,CT Scanner 089,CT Scanner,"C.R. Bard, Inc. (Basd) -300626",SITE-RITE 8 SCANNER,SITE-RITE 8 SCANNER,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.59.87,2026-04-27,0.474,0.146,0.377,0.326,0.207,MONITOR,Malfunction,20260218,24376761
FDA0222,Blood Gas Analyzer 222,Blood Gas Analyzer,Fisher & Paykel Healthcare Ltd,FISHER & PAYKEL HEAL,RESPIRATORY HUMIDIFIER,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.3.98.240,2026-09-04,0.611,0.106,0.45,0.376,0.206,MONITOR,Malfunction,20260227,24466000
FDA0199,ECG Machine 199,ECG Machine,Mortara Instrument,RECON ELI 380 TOUCH ,ELECTROCARDIOGRAPH,CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.2.241.132,2026-01-24,0.423,0.117,0.331,0.284,0.206,MONITOR,Malfunction,20251215,23802990
FDA0287,Fetal Monitor 287,Fetal Monitor,"Dexcom, Inc.",DEXCOM G6 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.1.112.204,2026-10-07,0.632,0.299,0.549,0.489,0.205,MONITOR,Malfunction,20260227,24466022
FDA0225,Blood Gas Analyzer 225,Blood Gas Analyzer,"Abiomed, Inc. - 1220648",IMPELLA 5.5 WITH SMA,TEMPORARY NON-ROLLER TYPE LEFT,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.3.123.99,2026-04-19,0.57,0.137,0.436,0.371,0.203,MONITOR,Injury,20260227,24466139
FDA0234,Blood Gas Analyzer 234,Blood Gas Analyzer,Tianjin Huahong Technology Co.,MEDICORE,SINGLE USE ONLY BLOOD LANCET W,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.3.110.54,2026-04-24,0.593,0.103,0.437,0.365,0.2,MONITOR,Malfunction,20260227,24466255
FDA0043,Patient Monitor 043,Patient Monitor,Spacelabs Healthcare,XHIBIT CENTRAL STATI,CENTRAL STATION REMOTE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.2.214.181,2026-08-06,0.483,0.158,0.388,0.337,0.193,MONITOR,Malfunction,20260227,24466006
FDA0198,ECG Machine 198,ECG Machine,Fitbit Llc,FITBIT,ELECTROCARDIOGRAPH SOFTWARE FO,CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.2.86.37,2026-01-17,0.33,0.179,0.297,0.267,0.192,MONITOR,Malfunction,20251222,23866353
FDA0290,Fetal Monitor 290,Fetal Monitor,"Dexcom, Inc.",DEXCOM G7 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.2.99.145,2026-03-16,0.603,0.258,0.511,0.452,0.19,MONITOR,Malfunction,20260227,24466025
FDA0244,X-Ray System 244,X-Ray System,Philips Medical Systems Nederl,AZURION,INTERVENTIONAL FLUOROSCOPIC X-,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.90.89,2026-11-15,0.428,0.143,0.345,0.3,0.19,MONITOR,Malfunction,20260227,24468612
FDA0255,X-Ray System 255,X-Ray System,"Medtronic Navigation, Inc. (Bo",O-ARM O2 IMAGING SYS,INTERVENTIONAL FLUOROSCOPIC X-,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.88.149,2026-09-20,0.358,0.213,0.33,0.3,0.188,MONITOR,Malfunction,20260227,24470866
FDA0221,Blood Gas Analyzer 221,Blood Gas Analyzer,Fisher & Paykel Healthcare Ltd,FISHER & PAYKEL HEAL,RESPIRATORY HUMIDIFIER,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.2.243.241,2026-02-03,0.567,0.082,0.41,0.341,0.187,MONITOR,Malfunction,20260227,24465999
FDA0281,Fetal Monitor 281,Fetal Monitor,Mis Implants Technologies Ltd.,MF7-10375,"IMPLANT, ENDOSSEOUS, ROOT-FORM",OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.2.31.115,2026-11-19,0.679,0.16,0.519,0.44,0.187,MONITOR,Injury,20260227,24466002
FDA0233,Blood Gas Analyzer 233,Blood Gas Analyzer,Ge Medical Systems (China) Co.,CARESTATION 620,ANESTHESIA GAS MACHINE,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.1.66.163,2026-03-14,0.553,0.095,0.407,0.34,0.187,MONITOR,Malfunction,20260227,24466223
FDA0260,X-Ray System 260,X-Ray System,Neurologica Corporation,NL4000,COMPUTED TOMOGRAPHY X-RAY SYST,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.3.222.150,2026-06-11,0.324,0.24,0.319,0.296,0.185,MONITOR,Malfunction,20260227,24474453
FDA0224,Blood Gas Analyzer 224,Blood Gas Analyzer,Ge Medical Systems (China) Co.,CARESTATION 650,ANESTHESIA GAS MACHINE,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.4.151.86,2026-08-13,0.388,0.261,0.371,0.341,0.183,MONITOR,Malfunction,20260227,24466062
FDA0237,Blood Gas Analyzer 237,Blood Gas Analyzer,Abbott Diabetes Care Inc,FREESTYLE NEO,BLOOD GLUCOSE MONITORING SYSTE,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.4.224.184,2026-05-19,0.413,0.23,0.374,0.338,0.182,MONITOR,Malfunction,20260227,24466371
FDA0048,Patient Monitor 048,Patient Monitor,"Dexcom, Inc.",DEXCOM G7 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.2.66.160,2026-05-12,0.445,0.155,0.362,0.315,0.181,MONITOR,Malfunction,20260227,24466023
FDA0057,Patient Monitor 057,Patient Monitor,"Dexcom, Inc.",DEXCOM G7 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.3.176.52,2026-07-12,0.388,0.215,0.351,0.317,0.18,MONITOR,Malfunction,20260227,24466069
FDA0223,Blood Gas Analyzer 223,Blood Gas Analyzer,Fisher & Paykel Healthcare Ltd,FISHER AND PAYKEL HE,NASAL CANNULA,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.3.155.249,2026-04-09,0.462,0.171,0.38,0.332,0.18,MONITOR,Malfunction,20260227,24466048
FDA0051,Patient Monitor 051,Patient Monitor,"Dexcom, Inc.",DEXCOM G7 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.2.23.91,2026-09-03,0.438,0.161,0.36,0.314,0.18,MONITOR,Malfunction,20260227,24466026
FDA0267,Ultrasound 267,Ultrasound,"Shirakawa Olympus Co., Ltd.",EVIS EXERA II ULTRAS,ULTRASOUND GASTROVIDEOSCOPE,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.207.57,2026-06-19,0.365,0.176,0.318,0.284,0.179,MONITOR,Malfunction,20260227,24472299
FDA0056,Patient Monitor 056,Patient Monitor,"Dexcom, Inc.",DEXCOM G6 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.2.249.75,2026-10-22,0.461,0.114,0.354,0.302,0.174,MONITOR,Malfunction,20260227,24466068
FDA0292,Fetal Monitor 292,Fetal Monitor,"Dexcom, Inc.",DEXCOM G7 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.2.246.152,2026-02-20,0.617,0.149,0.473,0.402,0.171,MONITOR,Malfunction,20260227,24466027
FDA0296,Fetal Monitor 296,Fetal Monitor,"Dexcom, Inc.",DEXCOM G6 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.2.215.134,2026-08-03,0.493,0.281,0.449,0.406,0.17,MONITOR,Malfunction,20260227,24466068
FDA0058,Patient Monitor 058,Patient Monitor,"Dexcom, Inc.",DEXCOM G7 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.1.191.99,2026-10-22,0.393,0.172,0.335,0.297,0.169,MONITOR,Malfunction,20260227,24466070
FDA0273,Ultrasound 273,Ultrasound,"Siemens Medical Solutions Usa,",ACUNAV 8F-90 CATHETE,"CATHETER, ULTRASOUND, INTRAVAS",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.78.112,2026-08-16,0.408,0.09,0.309,0.261,0.167,MONITOR,Malfunction,20260227,24475290
FDA0257,X-Ray System 257,X-Ray System,"Medtronic Navigation, Inc. (Bo",O-ARM O2 IMAGING SYS,INTERVENTIONAL FLUOROSCOPIC X-,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.98.16,2026-03-05,0.315,0.189,0.291,0.265,0.166,MONITOR,Malfunction,20260227,24471784
FDA0050,Patient Monitor 050,Patient Monitor,"Dexcom, Inc.",DEXCOM G7 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.3.78.249,2026-04-03,0.394,0.155,0.328,0.288,0.165,MONITOR,Malfunction,20260227,24466025
FDA0289,Fetal Monitor 289,Fetal Monitor,"Dexcom, Inc.",DEXCOM G7 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.1.132.39,2026-06-25,0.46,0.276,0.425,0.386,0.162,MONITOR,Malfunction,20260227,24466024
FDA0254,X-Ray System 254,X-Ray System,Philips Medical Systems Nederl,ALLURA XPER FD,"SYSTEM, X-RAY, ANGIOGRAPHIC",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.123.151,2026-11-09,0.301,0.191,0.283,0.258,0.162,MONITOR,Malfunction,20260227,24470121
FDA0251,X-Ray System 251,X-Ray System,Philips Medical Systems Nederl,ALLURA XPER FD,"SYSTEM, X-RAY, ANGIOGRAPHIC",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.161.115,2026-09-01,0.315,0.17,0.283,0.255,0.16,MONITOR,Malfunction,20260227,24469429
FDA0055,Patient Monitor 055,Patient Monitor,"Dexcom, Inc.",DEXCOM G7 15 DAY CON,CONTINUOUS GLUCOSE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.2.161.207,2026-09-19,0.384,0.149,0.319,0.28,0.16,MONITOR,Malfunction,20260227,24466067
FDA0283,Fetal Monitor 283,Fetal Monitor,Spacelabs Healthcare,XHIBIT CENTRAL STATI,CENTRAL STATION REMOTE MONITOR,OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.4.60.180,2026-06-21,0.514,0.191,0.423,0.37,0.156,MONITOR,Malfunction,20260227,24466006
FDA0298,Fetal Monitor 298,Fetal Monitor,"Dexcom, Inc.",DEXCOM G7 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.4.127.94,2026-02-10,0.593,0.101,0.436,0.364,0.155,MONITOR,Malfunction,20260227,24466070
FDA0269,Ultrasound 269,Ultrasound,"C.R. Bard, Inc. (Basd) -300626",BD PREVUE,GENERAL-PURPOSE ULTRASOUND IMA,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.3.134.147,2026-09-22,0.344,0.118,0.279,0.243,0.154,MONITOR,Malfunction,20260227,24474228
FDA0238,Blood Gas Analyzer 238,Blood Gas Analyzer,Abbott Diabetes Care Inc,FREESTYLE NEO,BLOOD GLUCOSE MONITORING SYSTE,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.3.2.140,2026-11-25,0.433,0.1,0.33,0.28,0.153,MONITOR,Malfunction,20260227,24466422
FDA0243,X-Ray System 243,X-Ray System,Philips Medical Systems Nederl,ALLURA XPER FD,"SYSTEM, X-RAY, ANGIOGRAPHIC",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.5.212,2026-09-16,0.36,0.082,0.274,0.232,0.148,MONITOR,Malfunction,20260227,24468149
FDA0249,X-Ray System 249,X-Ray System,Philips Medical Systems Nederl,ALLURA XPER FD,INTERVENTIONAL FLUOROSCOPIC X-,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.218.244,2026-06-10,0.327,0.114,0.266,0.232,0.147,MONITOR,Malfunction,20260227,24469179
FDA0047,Patient Monitor 047,Patient Monitor,"Dexcom, Inc.",DEXCOM G6 CONTINUOUS,CONTINUOUS GLUCOSE MONITOR,ICU,0.95,MONITORING,High,CRITICAL_CARE,10.2.194.21,2026-02-06,0.378,0.094,0.291,0.248,0.143,MONITOR,Malfunction,20260227,24466022
FDA0295,Fetal Monitor 295,Fetal Monitor,"Dexcom, Inc.",DEXCOM G7 15 DAY CON,CONTINUOUS GLUCOSE MONITOR,OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.1.206.125,2026-08-18,0.539,0.093,0.397,0.332,0.142,MONITOR,Malfunction,20260227,24466067
FDA0189,ECG Machine 189,ECG Machine,Alivecor,KARDIA,"TRANSMITTERS AND RECEIVERS, EL",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.3.42.208,2026-03-25,0.308,0.061,0.23,0.194,0.141,MONITOR,Malfunction,20260217,24365376
FDA0239,Blood Gas Analyzer 239,Blood Gas Analyzer,Abbott Diabetes Care Inc,FREESTYLE NEO,BLOOD GLUCOSE MONITORING SYSTE,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.1.143.24,2026-11-27,0.317,0.158,0.279,0.249,0.135,MONITOR,Malfunction,20260227,24466423
