device_id,device_type,manufacturer,model,ward,ward_criticality,patient_impact,criticality,serial_number,purchase_date,last_maintenance,next_maintenance,network_segment,ip_address
D0446,EHR Workstation,Allscripts,EHR-631,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AL78564,2024-02-14,2026-01-05,2026-09-08,GENERAL,10.89.170.174
D0447,EHR Workstation,Meditech,EHR-252,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,ME83183,2024-01-01,2026-01-28,2026-09-14,GENERAL,10.218.121.219
D0448,EHR Workstation,Meditech,EHR-990,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,ME31679,2020-08-11,2026-01-07,2026-07-31,GENERAL,10.249.72.13
D0449,EHR Workstation,Athenahealth,EHR-328,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AT82154,2023-07-27,2026-01-08,2026-05-28,GENERAL,10.118.114.206
D0450,EHR Workstation,Athenahealth,EHR-558,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AT21536,2023-08-11,2026-02-07,2026-09-12,GENERAL,10.191.168.5
D0451,EHR Workstation,Epic,EHR-513,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,EP64046,2020-09-18,2026-03-09,2026-05-31,GENERAL,10.203.155.247
D0452,EHR Workstation,Athenahealth,EHR-752,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AT49924,2024-09-07,2025-11-13,2026-08-03,GENERAL,10.94.212.14
D0453,EHR Workstation,Cerner,EHR-964,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,CE69566,2022-09-25,2025-11-08,2026-08-09,GENERAL,10.184.116.30
D0454,EHR Workstation,Epic,EHR-877,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,EP96364,2021-01-11,2025-12-09,2026-07-21,GENERAL,10.141.134.96
D0455,EHR Workstation,Epic,EHR-146,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,EP31516,2023-03-27,2025-11-25,2026-06-04,GENERAL,10.66.157.51
D0456,EHR Workstation,Cerner,EHR-223,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,CE61497,2021-08-27,2026-01-20,2026-08-02,GENERAL,10.28.194.107
D0457,EHR Workstation,Epic,EHR-748,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,EP98098,2024-02-25,2025-11-14,2026-09-02,GENERAL,10.169.151.245
D0458,EHR Workstation,Athenahealth,EHR-237,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AT75382,2020-09-24,2026-02-25,2026-09-26,GENERAL,10.240.111.215
D0459,EHR Workstation,Athenahealth,EHR-594,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AT76628,2021-12-19,2026-01-24,2026-06-09,GENERAL,10.27.100.169
D0460,EHR Workstation,Athenahealth,EHR-720,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AT52184,2024-07-14,2026-01-05,2026-07-17,GENERAL,10.102.247.88
D0461,EHR Workstation,Allscripts,EHR-563,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AL27481,2021-07-20,2025-10-29,2026-07-23,GENERAL,10.216.180.141
D0462,EHR Workstation,Allscripts,EHR-828,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AL82559,2021-04-07,2025-12-25,2026-08-04,GENERAL,10.236.173.34
D0463,EHR Workstation,Cerner,EHR-615,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,CE81105,2022-12-04,2025-12-09,2026-09-28,GENERAL,10.123.150.147
D0464,EHR Workstation,Meditech,EHR-790,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,ME79979,2022-07-26,2026-03-06,2026-09-18,GENERAL,10.28.7.98
D0465,EHR Workstation,Cerner,EHR-154,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,CE97851,2020-04-09,2026-01-27,2026-07-20,GENERAL,10.175.65.38
D0466,EHR Workstation,Epic,EHR-807,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,EP48684,2021-09-02,2025-12-08,2026-08-31,GENERAL,10.27.158.223
D0467,EHR Workstation,Athenahealth,EHR-985,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AT39400,2024-07-08,2025-10-30,2026-07-20,GENERAL,10.178.171.13
D0468,EHR Workstation,Meditech,EHR-496,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,ME64600,2022-09-02,2026-03-06,2026-07-11,GENERAL,10.52.159.223
D0469,EHR Workstation,Meditech,EHR-949,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,ME39563,2022-10-18,2026-01-18,2026-06-26,GENERAL,10.76.115.46
D0470,EHR Workstation,Epic,EHR-291,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,EP32779,2024-02-13,2026-02-27,2026-08-25,GENERAL,10.72.143.68
D0471,EHR Workstation,Cerner,EHR-264,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,CE86544,2022-01-11,2025-11-10,2026-06-16,GENERAL,10.11.40.238
D0472,EHR Workstation,Allscripts,EHR-711,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AL16665,2024-11-10,2025-11-04,2026-10-01,GENERAL,10.141.92.19
D0473,EHR Workstation,Allscripts,EHR-638,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AL38830,2021-09-03,2025-10-31,2026-06-17,GENERAL,10.107.140.138
